PRICE,BODY_TYPE,KILOMETERS_DRIVEN,NUMBER_OF_OWNERS,YEAR_OF_MANUFACTURE,MILEAGE,FUEL_TYPE,MODEL_YEAR,INSURANCE_VALIDITY,NUMBER_OF_GEARS,TRANSMISSION,SEATS,CITY_NAME
₹ 7.49 Lakh,Hatchback,"62,000 Kms",1st Owner,2019,18.6,Petrol,2019,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.30 Lakh,Hatchback,"40,000 Kms",3rd Owner,2017,23.95,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 21.95 Lakh,SUV,"20,000 Kms",1st Owner,2021,14.08,Diesel,2021,Comprehensive,6-Speed,Automatic,6 Seats,HYDERABAD
₹ 7 Lakh,Hatchback,"10,000 Kms",1st Owner,2022,20.09,Petrol,2022,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.45 Lakh,Hatchback,"69,552 Kms",1st Owner,2016,18.6,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.91 Lakh,Hatchback,"97,610 Kms",1st Owner,2018,24.04,Petrol,2018,Third Party,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 5.09 Lakh,Sedan,"74,914 Kms",2nd Owner,2012,16.8,Petrol,2012,Third Party,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 22.75 Lakh,SUV,"41,000 Kms",1st Owner,2022,14.6,Diesel,2022,Third Party insurance,6-Speed,Automatic,5 Seats,HYDERABAD
₹ 5.16 Lakh,Hatchback,"1,01,887 Kms",2nd Owner,2015,18.6,Petrol,2015,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.12 Lakh,Hatchback,"42,217 Kms",2nd Owner,2012,18.9,Petrol,2012,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 19.75 Lakh,SUV,"63,000 Kms",1st Owner,2019,16.0,Petrol,2019,Third Party insurance,7 Speed,Automatic,5 Seats,HYDERABAD
₹ 4.34 Lakh,Hatchback,"80,315 Kms",2nd Owner,2016,26.68,Petrol,2016,Third Party,5-Speed,Automatic,5 Seats,HYDERABAD
₹ 3.75 Lakh,Hatchback,"55,000 Kms",1st Owner,2013,18.9,Petrol,2013,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.32 Lakh,Hatchback,"64,447 Kms",1st Owner,2019,19.83,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.88 Lakh,Hatchback,"76,947 Kms",1st Owner,2019,20.7,Petrol,2019,Third Party,5-Speed,Automatic,5 Seats,HYDERABAD
₹ 3.50 Lakh,Hatchback,"23,110 Kms",1st Owner,2018,22.7,Petrol,2018,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 4.96 Lakh,Hatchback,"40,235 Kms",2nd Owner,2018,18.9,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.30 Lakh,Hatchback,"48,992 Kms",1st Owner,2017,22.0,Petrol,2017,Third Party insurance,5,Manual,5 Seats,HYDERABAD
₹ 6.85 Lakh,Hatchback,"21,000 Kms",1st Owner,2019,18.9,Petrol,2019,Third Party insurance,4 Speed,Automatic,5 Seats,HYDERABAD
₹ 32 Lakh,SUV,"30,465 Kms",1st Owner,2021,18.6,Diesel,2021,Comprehensive,8-Speed,Automatic,5 Seats,HYDERABAD
₹ 6.30 Lakh,Hatchback,"50,000 Kms",1st Owner,2022,35.6,CNG,2022,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 5.50 Lakh,MUV,"90,000 Kms",2nd Owner,2015,17.3,Petrol,2015,Third Party insurance,5 Speed,Manual,7 Seats,HYDERABAD
₹ 5.20 Lakh,MUV,"1,36,083 Kms",1st Owner,2014,24.2,Diesel,2014,Comprehensive,5 Speed,Manual,7 Seats,HYDERABAD
₹ 2.50 Lakh,Sedan,"90,000 Kms",2nd Owner,2007,17.7,Petrol,2007,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 10 Lakh,SUV,"1,00,000 Kms",1st Owner,2019,24.3,Diesel,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.96 Lakh,Hatchback,"39,817 Kms",2nd Owner,2018,20.89,Petrol,2018,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.88 Lakh,Sedan,"54,063 Kms",1st Owner,2017,28.09,Diesel,2017,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 9.95 Lakh,Hatchback,"37,000 Kms",1st Owner,2021,20.0,Petrol,2021,Comprehensive,iMT,Manual,5 Seats,HYDERABAD
₹ 4.16 Lakh,Hatchback,"67,372 Kms",1st Owner,2013,18.9,Petrol,2013,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.44 Lakh,Hatchback,"76,685 Kms",1st Owner,2019,24.7,Petrol,2019,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.50 Lakh,Hatchback,"1,15,595 Kms",1st Owner,2014,22.9,Diesel,2014,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.23 Lakh,Hatchback,"89,956 Kms",2nd Owner,2019,17.74,Petrol,2019,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.40 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2011,19.3,Diesel,2011,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.20 Lakh,Hatchback,"87,189 Kms",1st Owner,2019,18.9,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.28 Lakh,Hatchback,"42,662 Kms",1st Owner,2019,22.38,Petrol,2019,Comprehensive,5-Speed,Manual,5 Seats,HYDERABAD
₹ 5.25 Lakh,Hatchback,"69,000 Kms",1st Owner,2014,25.2,Diesel,2014,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.14 Lakh,Hatchback,"63,002 Kms",1st Owner,2019,20.3,Petrol,2019,Third Party insurance,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 17 Lakh,Sedan,"1,20,000 Kms",1st Owner,2018,17.42,Diesel,2018,Third Party insurance,6 Speed,Automatic,5 Seats,HYDERABAD
₹ 2.90 Lakh,Sedan,"1,08,000 Kms",1st Owner,2008,13.9,Petrol,2008,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 9.50 Lakh,MUV,"1,10,000 Kms",2nd Owner,2020,17.3,Diesel,2020,Third Party insurance,6 Speed,Manual,7 Seats,HYDERABAD
₹ 9 Lakh,Sedan,"40,022 Kms",2nd Owner,2018,17.0,Petrol,2018,Not Available,6 Speed,Manual,5 Seats,HYDERABAD
₹ 7.50 Lakh,Hatchback,"81,000 Kms",1st Owner,2019,27.39,Diesel,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3 Lakh,Sedan,"70,000 Kms",1st Owner,2011,21.12,Diesel,2011,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 9.80 Lakh,SUV,"46,000 Kms",1st Owner,2019,18.49,Diesel,2019,Third Party insurance,5 Speed,Manual,7 Seats,HYDERABAD
₹ 6.75 Lakh,Hatchback,"45,911 Kms",1st Owner,2018,22.56,Petrol,2018,Third Party insurance,5-Speed,Automatic,5 Seats,HYDERABAD
₹ 6.16 Lakh,Sedan,"87,335 Kms",1st Owner,2016,17.8,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.50 Lakh,SUV,"15,600 Kms",3rd Owner,2004,11.96,Petrol,2004,Third Party insurance,5 Speed,Manual,8 Seats,HYDERABAD
₹ 8.14 Lakh,SUV,"41,108 Kms",2nd Owner,2018,17.0,Petrol,2018,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.50 Lakh,Hatchback,"35,545 Kms",1st Owner,2019,21.4,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.50 Lakh,Sedan,"1,20,000 Kms",1st Owner,2017,24.4,Diesel,2017,Third Party insurance,5 Speed ,Manual,5 Seats,HYDERABAD
₹ 4.98 Lakh,Hatchback,"54,631 Kms",1st Owner,2016,18.9,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.50 Lakh,Sedan,"1,07,000 Kms",1st Owner,2015,26.21,Diesel,2015,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.27 Lakh,Hatchback,"38,471 Kms",2nd Owner,2019,18.9,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.29 Lakh,Hatchback,"72,393 Kms",2nd Owner,2015,20.51,Petrol,2015,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.50 Lakh,Hatchback,"58,000 Kms",1st Owner,2015,15.6,Petrol,2015,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.41 Lakh,Hatchback,"20,266 Kms",1st Owner,2018,20.3,Petrol,2018,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.40 Lakh,Hatchback,"1,20,000 Kms",3rd Owner,2012,21.9,Diesel,2012,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 1.85 Lakh,Hatchback,"90,000 Kms",2nd Owner,2008,17.92,Petrol,2008,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 11.25 Lakh,SUV,"84,910 Kms",1st Owner,2017,19.67,Diesel,2017,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 10 Lakh,Sedan,"70,000 Kms",1st Owner,2020,17.4,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.50 Lakh,Hatchback,"1,20,000 Kms",2nd Owner,2018,25.32,Diesel,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.45 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2016,24.4,Diesel,2016,Third Party insurance,5 Speed ,Manual,5 Seats,HYDERABAD
₹ 11.95 Lakh,SUV,"1,09,000 Kms",1st Owner,2018,19.67,Diesel,2018,Comprehensive,6 Speed,Manual,5 Seats,HYDERABAD
₹ 4.40 Lakh,Hatchback,"44,000 Kms",1st Owner,2016,23.1,Petrol,2016,Third Party insurance,5 Speed ,Manual,5 Seats,HYDERABAD
₹ 5.03 Lakh,Hatchback,"44,363 Kms",1st Owner,2019,21.63,Petrol,2019,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.02 Lakh,Sedan,"39,461 Kms",1st Owner,2018,21.21,Petrol,2018,Comprehensive,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 11.75 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2012,10.0,Diesel,2012,Third Party insurance,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 6.90 Lakh,Hatchback,"59,126 Kms",1st Owner,2018,21.4,Petrol,2018,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.20 Lakh,Hatchback,"65,331 Kms",1st Owner,2018,18.9,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.99 Lakh,Hatchback,"45,000 Kms",1st Owner,2017,21.1,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.36 Lakh,Hatchback,"41,378 Kms",2nd Owner,2013,22.38,Petrol,2013,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 2.50 Lakh,Sedan,"1,20,000 Kms",1st Owner,2013,21.02,Diesel,2013,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.02 Lakh,Sedan,"1,24,781 Kms",1st Owner,2014,17.4,Petrol,2014,Comprehensive,5 Speed ,Manual,5 Seats,HYDERABAD
₹ 5.10 Lakh,Hatchback,"63,313 Kms",1st Owner,2016,22.38,Petrol,2016,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 6.60 Lakh,Hatchback,"62,535 Kms",1st Owner,2016,27.39,Diesel,2016,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.99 Lakh,Hatchback,"89,581 Kms",1st Owner,2017,21.4,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 2.50 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2011,19.68,Diesel,2011,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 34 Lakh,Sedan,"78,866 Kms",1st Owner,2017,13.6,Diesel,2017,Third Party insurance,8 Speed,Automatic,5 Seats,HYDERABAD
₹ 7.50 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2014,16.96,Diesel,2014,Third Party insurance,6 Speed ,Automatic,5 Seats,HYDERABAD
₹ 15.95 Lakh,SUV,"58,000 Kms",1st Owner,2018,15.1,Diesel,2018,Third Party insurance,6 Speed,Manual,7 Seats,HYDERABAD
₹ 3.10 Lakh,Hatchback,"90,000 Kms",1st Owner,2012,21.79,Petrol,2012,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.75 Lakh,Hatchback,"59,000 Kms",1st Owner,2017,21.1,Petrol,2017,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 35 Lakh,Sedan,"66,000 Kms",1st Owner,2013,10.5,Diesel,2013,Third Party insurance,6 speed automatic,Automatic,4 Seats,HYDERABAD
₹ 12 Lakh,SUV,"1,00,000 Kms",3rd Owner,2011,18.9,Diesel,2011,Third Party insurance,7 Speed,Automatic,5 Seats,HYDERABAD
₹ 3.92 Lakh,Hatchback,"99,003 Kms",1st Owner,2019,21.7,Petrol,2019,Comprehensive,5-Speed,Manual,5 Seats,HYDERABAD
₹ 4.01 Lakh,Hatchback,"76,003 Kms",1st Owner,2019,21.7,Petrol,2019,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 42 Lakh,SUV,"70,000 Kms",1st Owner,2017,14.16,Diesel,2017,Third Party insurance,7 Speed,Automatic,5 Seats,HYDERABAD
₹ 5.81 Lakh,Hatchback,"1,01,863 Kms",3rd Owner,2017,21.4,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 9.09 Lakh,Sedan,"1,07,344 Kms",1st Owner,2018,22.15,Diesel,2018,Comprehensive,7 Speed,Automatic,5 Seats,HYDERABAD
₹ 24 Lakh,SUV,"1,00,000 Kms",3rd Owner,2011,18.9,Diesel,2011,Third Party insurance,7 Speed,Automatic,5 Seats,HYDERABAD
₹ 5.43 Lakh,Hatchback,"56,129 Kms",1st Owner,2018,18.9,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 11 Lakh,MUV,"70,599 Kms",1st Owner,2019,24.52,Diesel,2019,Comprehensive,5 Speed,Manual,7 Seats,HYDERABAD
₹ 7.43 Lakh,Sedan,"97,208 Kms",1st Owner,2018,23.8,Diesel,2018,Comprehensive,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 9.97 Lakh,Sedan,"53,509 Kms",2nd Owner,2020,18.97,Petrol,2020,Third Party,6 Speed,Manual,5 Seats,HYDERABAD
₹ 15.99 Lakh,SUV,"52,000 Kms",1st Owner,2017,17.1,Diesel,2017,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 8.11 Lakh,Hatchback,"97,621 Kms",1st Owner,2021,21.0,Petrol,2021,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 2.50 Lakh,Hatchback,"1,13,000 Kms",1st Owner,2009,19.81,Petrol,2009,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.50 Lakh,MUV,"1,52,000 Kms",1st Owner,2008,12.8,Diesel,2008,Third Party insurance,5 Speed,Manual,8 Seats,HYDERABAD
₹ 9.75 Lakh,SUV,"78,000 Kms",1st Owner,2018,25.1,Diesel,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 11.99 Lakh,Sedan,"93,000 Kms",1st Owner,2011,16.55,Diesel,2011,Third Party insurance,7 Speed,Automatic,5 Seats,HYDERABAD
₹ 9.99 Lakh,Sedan,"48,000 Kms",1st Owner,2017,13.0,Petrol,2001,Third Party insurance,7 Speed,Manual,5 Seats,HYDERABAD
₹ 5.25 Lakh,MUV,"55,000 Kms",1st Owner,2013,18.2,Diesel,2013,Third Party insurance,5 Speed,Manual,7 Seats,HYDERABAD
₹ 4.20 Lakh,Sedan,"1,31,852 Kms",1st Owner,2012,19.3,Diesel,2012,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6 Lakh,Hatchback,"20,000 Kms",1st Owner,2021,21.21,Petrol,2021,Third Party insurance,5,Manual,5 Seats,HYDERABAD
₹ 9.96 Lakh,SUV,"44,416 Kms",1st Owner,2019,19.6,Diesel,2019,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 3.11 Lakh,Hatchback,"69,408 Kms",3rd Owner,2012,19.4,Petrol,2012,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 17 Lakh,SUV,"10,000 Kms",1st Owner,2022,20.08,Petrol,2022,Third Party insurance,6-Speed,Manual,5 Seats,HYDERABAD
₹ 5.72 Lakh,Hatchback,"78,911 Kms",2nd Owner,2016,21.4,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.07 Lakh,Hatchback,"85,298 Kms",1st Owner,2017,19.02,Petrol,2017,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.54 Lakh,Sedan,"60,529 Kms",1st Owner,2014,17.4,Petrol,2014,Third Party,5 Speed ,Manual,5 Seats,HYDERABAD
₹ 7.75 Lakh,Sedan,"1,15,276 Kms",2nd Owner,2017,21.13,Diesel,2017,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 8.50 Lakh,SUV,"60,000 Kms",1st Owner,2019,24.3,Diesel,2019,Third Party insurance,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 9.07 Lakh,SUV,"30,241 Kms",1st Owner,2020,16.42,Petrol,2020,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 5.09 Lakh,Hatchback,"24,197 Kms",1st Owner,2019,20.3,Petrol,2019,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 48 Lakh,SUV,"20,000 Kms",1st Owner,2022,18.9,Petrol,2022,Third Party insurance,7G-DCT,Automatic,5 Seats,HYDERABAD
₹ 9.40 Lakh,Hatchback,"44,981 Kms",1st Owner,2021,20.0,Petrol,2021,Third Party,iMT,Manual,5 Seats,HYDERABAD
₹ 2.27 Lakh,Hatchback,"85,497 Kms",2nd Owner,2011,23.08,Diesel,2011,Comprehensive,5 Speed ,Manual,5 Seats,HYDERABAD
₹ 62 Lakh,SUV,"20,000 Kms",1st Owner,2022,13.47,Petrol,2022,Third Party insurance,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 6.50 Lakh,Hatchback,"30,000 Kms",1st Owner,2019,21.4,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.80 Lakh,Hatchback,"80,000 Kms",1st Owner,2017,28.4,Diesel,2017,Third Party insurance,5,Manual,5 Seats,HYDERABAD
₹ 5.95 Lakh,Hatchback,"41,000 Kms",1st Owner,2017,16.5,Petrol,2017,Third Party insurance,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 11 Lakh,SUV,"73,000 Kms",1st Owner,2017,17.01,Diesel,2017,Third Party insurance,6 Speed,Automatic,5 Seats,HYDERABAD
₹ 7.70 Lakh,Sedan,"40,000 Kms",1st Owner,2022,22.41,Petrol,2022,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.95 Lakh,Hatchback,"27,000 Kms",1st Owner,2018,22.0,Petrol,2018,Comprehensive,5,Manual,5 Seats,HYDERABAD
₹ 4.96 Lakh,Hatchback,"57,380 Kms",3rd Owner,2018,23.84,Petrol,2018,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 12.61 Lakh,Sedan,"81,334 Kms",1st Owner,2018,18.23,Diesel,2018,Third Party,6 Speed,Automatic,5 Seats,HYDERABAD
₹ 8.75 Lakh,Sedan,"70,000 Kms",1st Owner,2022,31.12,CNG,2022,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 9.28 Lakh,SUV,"32,483 Kms",1st Owner,2021,23.22,Diesel,2021,Third Party insurance,6-Speed,Manual,5 Seats,HYDERABAD
₹ 8.04 Lakh,SUV,"71,220 Kms",2nd Owner,2016,24.3,Diesel,2016,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 11 Lakh,SUV,"17,459 Kms",1st Owner,2021,18.2,Petrol,2021,Not Available,6-Speed iMT,Manual,5 Seats,HYDERABAD
₹ 12.75 Lakh,SUV,"6,517 Kms",1st Owner,2023,17.38,Petrol,2023,Comprehensive,5-Speed,Manual,5 Seats,HYDERABAD
₹ 9.50 Lakh,SUV,"70,427 Kms",1st Owner,2018,22.1,Diesel,2018,Comprehensive,6 Speed,Manual,5 Seats,HYDERABAD
₹ 4 Lakh,Hatchback,"52,306 Kms",1st Owner,2018,23.95,Petrol,2018,Comprehensive,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 5.50 Lakh,Sedan,"1,11,670 Kms",1st Owner,2015,21.21,Diesel,2015,Comprehensive,7 Speed DSG,Automatic,5 Seats,HYDERABAD
₹ 4.75 Lakh,Hatchback,"40,000 Kms",1st Owner,2019,21.79,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.20 Lakh,Hatchback,"67,000 Kms",1st Owner,2017,21.19,Diesel,2017,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 40.50 Lakh,Sedan,"77,000 Kms",1st Owner,2018,20.37,Diesel,2018,Third Party insurance,8-Speed Steptronic,Automatic,5 Seats,HYDERABAD
₹ 38.75 Lakh,SUV,"71,000 Kms",1st Owner,2016,15.97,Diesel,2016,Third Party insurance,8 Speed,Automatic,5 Seats,HYDERABAD
₹ 4.17 Lakh,Sedan,"88,471 Kms",3rd Owner,2012,16.8,Petrol,2012,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.32 Lakh,Hatchback,"88,479 Kms",1st Owner,2018,24.0,Diesel,2018,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 11.50 Lakh,MUV,"39,000 Kms",1st Owner,2020,19.01,Petrol,2020,Third Party insurance,5-Speed,Manual,6 Seats,HYDERABAD
₹ 9.44 Lakh,Sedan,"50,003 Kms",1st Owner,2018,22.15,Diesel,2018,Comprehensive,7 Speed,Automatic,5 Seats,HYDERABAD
₹ 5.01 Lakh,Hatchback,"82,163 Kms",1st Owner,2017,18.9,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 8.50 Lakh,Hatchback,"40,000 Kms",1st Owner,2022,22.35,Petrol,2022,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 4.72 Lakh,Hatchback,"1,08,560 Kms",1st Owner,2016,22.38,Petrol,2016,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 8.60 Lakh,SUV,"70,000 Kms",1st Owner,2014,15.1,Diesel,2014,Third Party insurance,6 Speed ,Manual,7 Seats,HYDERABAD
₹ 4.69 Lakh,Hatchback,"28,292 Kms",1st Owner,2021,21.7,Petrol,2021,Third Party,5-Speed,Manual,5 Seats,HYDERABAD
₹ 2.89 Lakh,Hatchback,"1,17,467 Kms",1st Owner,2017,24.7,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.90 Lakh,Hatchback,"65,000 Kms",1st Owner,2019,21.4,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 3.21 Lakh,Hatchback,"60,541 Kms",1st Owner,2012,20.36,Petrol,2012,Third Party,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.75 Lakh,SUV,"60,000 Kms",1st Owner,2015,18.88,Petrol,2015,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 8.90 Lakh,Sedan,"76,355 Kms",1st Owner,2019,17.4,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.25 Lakh,Hatchback,"60,000 Kms",1st Owner,2021,21.7,Petrol,2021,Third Party insurance,AGS,Automatic,5 Seats,HYDERABAD
₹ 9 Lakh,SUV,"50,000 Kms",1st Owner,2019,19.87,Diesel,2019,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 16.50 Lakh,SUV,"96,000 Kms",1st Owner,2019,17.41,Diesel,2019,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 11.20 Lakh,SUV,"63,000 Kms",1st Owner,2020,20.0,Diesel,2020,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 5.99 Lakh,Hatchback,"40,000 Kms",1st Owner,2020,20.7,Petrol,2020,Third Party insurance,5-Speed,Manual,5 Seats,HYDERABAD
₹ 10.20 Lakh,SUV,"30,000 Kms",1st Owner,2021,18.0,Petrol,2021,Third Party insurance,6-Speed iMT,Manual,5 Seats,HYDERABAD
₹ 4.43 Lakh,Sedan,"1,01,543 Kms",1st Owner,2014,22.41,Petrol,2014,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.44 Lakh,Hatchback,"66,424 Kms",1st Owner,2016,21.4,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7.50 Lakh,SUV,"1,20,000 Kms",1st Owner,2020,18.55,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 5.19 Lakh,Hatchback,"33,433 Kms",1st Owner,2018,23.84,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,HYDERABAD
₹ 6.95 Lakh,Hatchback,"72,169 Kms",1st Owner,2016,22.54,Diesel,2016,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 9.81 Lakh,Sedan,"48,175 Kms",1st Owner,2018,18.0,Petrol,2018,Third Party,CVT,Automatic,5 Seats,HYDERABAD
₹ 4.25 Lakh,Hatchback,"73,452 Kms",1st Owner,2014,23.1,Petrol,2014,Third Party insurance,5 Speed ,Manual,5 Seats,HYDERABAD
₹ 15.37 Lakh,SUV,"54,807 Kms",1st Owner,2020,13.96,Petrol,2020,Third Party,6 Speed,Automatic,5 Seats,HYDERABAD
₹ 3.23 Lakh,Hatchback,"47,118 Kms",1st Owner,2017,22.05,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,HYDERABAD
₹ 7 Lakh,SUV,"1,00,000 Kms",1st Owner,2017,17.0,Petrol,2017,Third Party insurance,6 Speed,Manual,5 Seats,HYDERABAD
₹ 8.09 Lakh,SUV,"41,192 Kms",1st Owner,2021,18.75,Petrol,2021,Zero Dep,5 Speed,Manual,5 Seats,HYDERABAD
₹ 17.85 Lakh,SUV,"70,000 Kms",1st Owner,2019,17.0,Diesel,2019,Third Party insurance,6,Manual,5 Seats,HYDERABAD
₹ 26.50 Lakh,SUV,"1,05,264 Kms",1st Owner,2016,10.91,Diesel,2016,Third Party insurance,6 Speed,Automatic,7 Seats,HYDERABAD
₹ 11.95 Lakh,SUV,"70,000 Kms",1st Owner,2012,11.1,Petrol,2012,Third Party insurance,5 Speed,Automatic,5 Seats,HYDERABAD
₹ 48 Lakh,SUV,"50,380 Kms",1st Owner,2017,15.68,Diesel,2017,Third Party insurance,9 Speed,Automatic,5 Seats,HYDERABAD
