price,bt,Kms Driven,owner,Year of Manufacture,Mileage,RTO,Fuel Type,Registration Year,modelYear,Insurance Validity,Gear Box,Transmission,Seats,City,Engine Displacement
₹ 9.75 Lakh,SUV,"90,000 Kms",1st Owner,2018.0,23 kmpl,KA51,Diesel,Jul 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1498 cc
₹ 6.99 Lakh,Hatchback,"50,035 Kms",1st Owner,2017.0,21.4 kmpl,KA03,Petrol,Jan 2017,2017,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 11.50 Lakh,SUV,"80,000 Kms",1st Owner,2021.0,17.57 kmpl,,Petrol,2021,2021,Third Party insurance,6-Speed,Manual,5 Seats,bangalore,1199 cc
₹ 6.25 Lakh,Hatchback,"90,000 Kms",2nd Owner,2015.0,18.6 kmpl,KA03,Petrol,Apr 2015,2015,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 10 Lakh,Sedan,"90,000 Kms",4th Owner,2011.0,14.21 kmpl,KA04,Diesel,2011,2011,Third Party insurance,5 Speed,Automatic,5 Seats,bangalore,2143 cc
₹ 6 Lakh,Sedan,"1,20,000 Kms",1st Owner,2011.0,21.43 kmpl,,Diesel,2011,2011,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1364 cc
₹ 6.75 Lakh,Sedan,"25,170 Kms",1st Owner,2015.0,22.41 kmpl,KA41,Petrol,Jul 2015,2015,Third Party,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 8.93 Lakh,Sedan,"25,022 Kms",1st Owner,2021.0,20.65 kmpl,KA01,Petrol,Apr 2021,2021,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1462 cc
₹ 4.20 Lakh,Hatchback,"1,00,000 Kms",2nd Owner,2012.0,22.9 kmpl,KA04,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 9.41 Lakh,Sedan,"26,367 Kms",1st Owner,2020.0,20.65 kmpl,KA51,Petrol,Mar 2020,2020,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1462 cc
₹ 6.30 Lakh,Sedan,"76,567 Kms",2nd Owner,2015.0,14.5 kmpl,KA51,Petrol,May 2015,2015,Zero Dep,6 Speed,Automatic,5 Seats,bangalore,1797 cc
₹ 12.75 Lakh,MUV,"1,20,000 Kms",2nd Owner,2013.0,12.99 kmpl,,Diesel,2013,2013,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,2494 cc
₹ 5.25 Lakh,Hatchback,"36,459 Kms",2nd Owner,2015.0,18.9 kmpl,KA03,Petrol,Jul 2015,2015,Comprehensive,4 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 7.50 Lakh,SUV,"93,725 Kms",1st Owner,2016.0,23.65 kmpl,KA04,Diesel,Dec 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 6.32 Lakh,Sedan,"1,15,599 Kms",2nd Owner,2016.0,19.12 kmpl,KA03,Petrol,Nov 2016,2016,Comprehensive,4 Speed,Automatic,5 Seats,bangalore,1373 cc
₹ 6.45 Lakh,Sedan,"43,469 Kms",1st Owner,2015.0,22.41 kmpl,KA52,Petrol,Mar 2016,2015,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5 Lakh,Sedan,"70,000 Kms",4th Owner,2005.0,13.8 kmpl,,Petrol,2005,2005,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1299 cc
₹ 67.95 Lakh,SUV,"77,000 Kms",2nd Owner,2019.0,13.38 kmpl,KA05,Diesel,Jun 2019,2019,Comprehensive,8-Speed Steptronic,Automatic,5 Seats,bangalore,2993 cc
₹ 8.50 Lakh,SUV,"1,00,000 Kms",1st Owner,2018.0,24.3 kmpl,KA51,Diesel,Aug 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 2.99 Lakh,Sedan,"72,000 Kms",1st Owner,2008.0,14.7 kmpl,KA51,Petrol,Oct 2008,2008,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1999 cc
₹ 20.95 Lakh,Sedan,"77,000 Kms",1st Owner,2013.0,16.36 kmpl,KA51,Diesel,Jun 2013,2013,Comprehensive,8 Speed,Automatic,5 Seats,bangalore,2179 cc
₹ 28 Lakh,SUV,"87,101 Kms",1st Owner,2013.0,12.07 kmpl,KA51,Diesel,Oct 2013,2013,Comprehensive,8 Speed Tiptronic,Automatic,7 Seats,bangalore,2967 cc
₹ 9.99 Lakh,Hatchback,"40,771 Kms",2nd Owner,2021.0,18.24 kmpl,KA19,Petrol,Jan 2021,2021,Third Party,6 Speed,Manual,5 Seats,bangalore,999 cc
₹ 8.25 Lakh,Hatchback,"28,000 Kms",1st Owner,2018.0,18.7 kmpl,KA55,Petrol,Aug 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 2.50 Lakh,Hatchback,"40,000 Kms",3rd Owner,2008.0,18.9 kmpl,KA02,Petrol,May 2008,2008,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1061 cc
₹ 12.95 Lakh,SUV,"26,000 Kms",1st Owner,2020.0,18.15 kmpl,KA03,Petrol,Aug 2020,2020,Comprehensive,7-Speed DCT,Automatic,5 Seats,bangalore,998 cc
₹ 3.29 Lakh,Hatchback,"76,032 Kms",1st Owner,2012.0,18.9 kmpl,KA04,Petrol,Dec 2012,2012,Comprehensive,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 6.66 Lakh,Sedan,"1,13,780 Kms",1st Owner,2018.0,21.56 kmpl,KA07,Petrol,Apr 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1462 cc
₹ 22.90 Lakh,Sedan,"24,000 Kms",1st Owner,2019.0,20.38 kmpl,HR26,Diesel,Mar 2020,2019,Third Party insurance,6 Speed,Automatic,5 Seats,bangalore,1968 cc
₹ 10.26 Lakh,SUV,"65,812 Kms",2nd Owner,2020.0,23.7 kmpl,KA17,Diesel,Jun 2020,2020,Third Party,6-Speed,Manual,5 Seats,bangalore,1493 cc
₹ 17 Lakh,SUV,"10,000 Kms",1st Owner,2022.0,17.2 kmpl,KA01,Petrol,2022,2022,Third Party insurance,6-speed,Automatic,5 Seats,bangalore,999 cc
₹ 6.81 Lakh,Hatchback,"39,959 Kms",1st Owner,2016.0,21.4 kmpl,KA01,Petrol,Nov 2016,2016,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 16.90 Lakh,SUV,"10,000 Kms",1st Owner,2022.0,14.2 kmpl,KA51,Petrol,2022,2022,Third Party insurance,6-speed,Automatic,7 Seats,bangalore,1999 cc
₹ 3.18 Lakh,Hatchback,"65,484 Kms",3rd Owner,2016.0,24.39 kmpl,KA50,Petrol,Feb 2017,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 6.88 Lakh,Hatchback,"49,174 Kms",1st Owner,2017.0,21.4 kmpl,KA03,Petrol,Oct 2017,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 13 Lakh,SUV,"20,000 Kms",1st Owner,2022.0,20.08 kmpl,,Petrol,2022,2022,Third Party insurance,6-Speed,Manual,5 Seats,bangalore,999 cc
₹ 2.65 Lakh,Hatchback,"50,000 Kms",1st Owner,2009.0,20.36 kmpl,KA01,Petrol,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.45 Lakh,Sedan,"40,000 Kms",2nd Owner,2018.0,22 kmpl,KA01,Petrol,2018,2018,Third Party insurance,5 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 20 Lakh,SUV,"30,000 Kms",1st Owner,2022.0,14.2 kmpl,KA16,Petrol,2022,2022,Third Party insurance,6-speed,Automatic,7 Seats,bangalore,1999 cc
₹ 9 Lakh,Coupe,"50,000 Kms",3rd Owner,2007.0,10.9 kmpl,,Petrol,2007,2007,Third Party insurance,6 Speed,Automatic,5 Seats,bangalore,2497 cc
₹ 6.20 Lakh,Hatchback,"80,000 Kms",1st Owner,2020.0,21.21 kmpl,,Petrol,2020,2020,Third Party insurance,5,Manual,5 Seats,bangalore,1197 cc
₹ 14.70 Lakh,SUV,"20,000 Kms",1st Owner,2022.0,15.43 kmpl,KA02,Petrol,2022,2022,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1498 cc
₹ 2.20 Lakh,Sedan,"70,000 Kms",1st Owner,2010.0,13.2 kmpl,TN33,CNG,2010,2010,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,1495 cc
₹ 14.75 Lakh,Sedan,"90,000 Kms",1st Owner,2014.0,17.11 kmpl,KA50,Diesel,2014,2014,Third Party insurance,8 Speed,Automatic,5 Seats,bangalore,1968 cc
₹ 4.15 Lakh,Hatchback,"40,000 Kms",1st Owner,2020.0,21.74 kmpl,KA04,Petrol,2020,2020,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,999 cc
₹ 6.10 Lakh,Hatchback,"63,797 Kms",1st Owner,2016.0,18.7 kmpl,KA41,Petrol,May 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 5.60 Lakh,Hatchback,"60,216 Kms",2nd Owner,2018.0,18.9 kmpl,KA06,Petrol,Oct 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 4.25 Lakh,Hatchback,"10,000 Kms",2nd Owner,2015.0,23.95 kmpl,KA02,Petrol,2015,2015,Third Party insurance,5 Speed,Automatic,5 Seats,bangalore,998 cc
₹ 6.86 Lakh,Hatchback,"38,153 Kms",1st Owner,2016.0,21.4 kmpl,KA03,Petrol,Jul 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5.17 Lakh,Hatchback,"76,485 Kms",1st Owner,2015.0,22.38 kmpl,KA53,Petrol,Oct 2015,2015,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 3.85 Lakh,Hatchback,"40,000 Kms",2nd Owner,2015.0,20.51 kmpl,,Petrol,2015,2015,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 6.75 Lakh,Hatchback,"40,623 Kms",1st Owner,2016.0,21.4 kmpl,KA05,Petrol,Jun 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 33 Lakh,Sedan,"18,000 Kms",2nd Owner,2018.0,19.27 kmpl,,Diesel,2018,2018,Third Party insurance,9 Speed,Automatic,5 Seats,bangalore,2143 cc
₹ 4.99 Lakh,Hatchback,"88,051 Kms",1st Owner,2014.0,22.38 kmpl,KA02,Petrol,Mar 2014,2014,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 7.74 Lakh,Hatchback,"16,522 Kms",1st Owner,2022.0,22.38 kmpl,KA52,Petrol,Apr 2022,2022,Third Party,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 14.75 Lakh,SUV,"70,000 Kms",2nd Owner,2019.0,16.3 kmpl,KA03,Diesel,2019,2019,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1956 cc
₹ 2.40 Lakh,Hatchback,"80,000 Kms",3rd Owner,2008.0,18.9 kmpl,,Petrol,2008,2008,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1061 cc
₹ 10.25 Lakh,SUV,"50,000 Kms",1st Owner,2019.0,23.7 kmpl,,Diesel,2019,2019,Third Party insurance,6-Speed,Manual,5 Seats,bangalore,1396 cc
₹ 14 Lakh,SUV,"10,000 Kms",1st Owner,2023.0,17.33 kmpl,KA51,Petrol,2023,2023,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 2.85 Lakh,Hatchback,"57,000 Kms",2nd Owner,2013.0,21.1 kmpl,KA03,Petrol,Mar 2013,2013,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,814 cc
₹ 10 Lakh,SUV,"1,10,000 Kms",1st Owner,2016.0,16 kmpl,,Diesel,2016,2016,Third Party insurance,6 Speed ,Manual,7 Seats,bangalore,2179 cc
₹ 7.80 Lakh,Hatchback,"10,000 Kms",1st Owner,2019.0,21.4 kmpl,KA05,Petrol,2019,2019,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 4.75 Lakh,Hatchback,"50,000 Kms",2nd Owner,2012.0,18.6 kmpl,KA19,Petrol,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 7.50 Lakh,SUV,"1,20,000 Kms",1st Owner,2019.0,20 kmpl,KA41,Diesel,2019,2019,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1497 cc
₹ 5.55 Lakh,Hatchback,"35,469 Kms",1st Owner,2014.0,18.9 kmpl,KA01,Petrol,Jan 2015,2014,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.07 Lakh,Hatchback,"40,073 Kms",2nd Owner,2017.0,18.7 kmpl,KA03,Petrol,Jan 2017,2017,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 5.14 Lakh,Hatchback,"65,730 Kms",2nd Owner,2017.0,18.9 kmpl,KA06,Petrol,Dec 2017,2017,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 2.50 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2005.0,15.4 kmpl,KA22,Petrol,2005,2005,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1590 cc
₹ 7.05 Lakh,Hatchback,"36,184 Kms",2nd Owner,2016.0,21.4 kmpl,KA53,Petrol,Apr 2016,2016,Third Party,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.53 Lakh,Hatchback,"69,310 Kms",1st Owner,2016.0,21.4 kmpl,KA05,Petrol,Jun 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 8.72 Lakh,Sedan,"55,643 Kms",1st Owner,2015.0,18 kmpl,KA02,Petrol,Sept 2015,2015,Third Party insurance,5 Speed CVT,Automatic,5 Seats,bangalore,1497 cc
₹ 5.64 Lakh,Hatchback,"62,803 Kms",2nd Owner,2017.0,18.9 kmpl,KA05,Petrol,Jul 2017,2017,Third Party insurance,4 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 3.70 Lakh,Hatchback,"90,000 Kms",2nd Owner,2011.0,22.07 kmpl,KA14,Diesel,2011,2011,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 5.50 Lakh,Hatchback,"68,656 Kms",1st Owner,2015.0,22.38 kmpl,KA53,Petrol,Sept 2015,2015,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5.17 Lakh,Hatchback,"77,501 Kms",3rd Owner,2016.0,18.7 kmpl,KA02,Petrol,Apr 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 6.20 Lakh,Sedan,"40,000 Kms",1st Owner,2016.0,20.85 kmpl,KA03,Petrol,2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.20 Lakh,Sedan,"40,000 Kms",1st Owner,2016.0,20.85 kmpl,KA03,Petrol,2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 7.50 Lakh,Sedan,"48,325 Kms",1st Owner,2014.0,18 kmpl,KA05,Petrol,Aug 2014,2014,Third Party insurance,5 Speed CVT,Automatic,5 Seats,bangalore,1497 cc
₹ 12.20 Lakh,SUV,"30,000 Kms",1st Owner,2022.0,17.57 kmpl,KA01,Petrol,2022,2022,Third Party insurance,6-Speed,Manual,5 Seats,bangalore,1199 cc
₹ 13.50 Lakh,Hatchback,"1,00,000 Kms",2nd Owner,2013.0,14.8 kmpl,KA51,Diesel,Aug 2013,2013,Comprehensive,7 Speed,Automatic,5 Seats,bangalore,2143 cc
₹ 5.75 Lakh,Hatchback,"69,000 Kms",1st Owner,2015.0,22 kmpl,KA03,Petrol,Feb 2015,2015,Comprehensive,5,Manual,5 Seats,bangalore,1197 cc
₹ 12.50 Lakh,SUV,"1,10,000 Kms",1st Owner,2018.0,17.1 kmpl,,Diesel,2018,2018,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1956 cc
₹ 8.68 Lakh,Sedan,"50,000 Kms",2nd Owner,2016.0,17.01 kmpl,KA53,Petrol,2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1591 cc
₹ 30 Lakh,MUV,"60,000 Kms",1st Owner,2020.0,14.11 kmpl,KA01,Diesel,2020,2020,Third Party insurance,8 Speed,Automatic,8 Seats,bangalore,2199 cc
₹ 9.80 Lakh,Hatchback,"20,000 Kms",1st Owner,2021.0,20 kmpl,,Petrol,2021,2021,Third Party insurance,6 Speed IMT,Manual,5 Seats,bangalore,998 cc
₹ 9 Lakh,Hatchback,"14,999 Kms",1st Owner,2022.0,22.56 kmpl,KA05,Petrol,Sept 2022,2022,Third Party,5-Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 5.50 Lakh,Hatchback,"90,773 Kms",2nd Owner,2016.0,18.7 kmpl,KA05,Petrol,Nov 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 4.50 Lakh,Sedan,"90,000 Kms",1st Owner,2012.0,20.5 kmpl,,Diesel,2012,2012,Third Party insurance,5-speed,Manual,5 Seats,bangalore,1598 cc
₹ 6.10 Lakh,Hatchback,"64,917 Kms",2nd Owner,2017.0,20.4 kmpl,KA02,Petrol,May 2017,2017,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5.43 Lakh,Hatchback,"70,235 Kms",1st Owner,2017.0,18.7 kmpl,KA03,Petrol,Aug 2017,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 9.80 Lakh,Hatchback,"30,000 Kms",1st Owner,2021.0,20 kmpl,,Petrol,2021,2021,Third Party insurance,6 Speed IMT,Manual,5 Seats,bangalore,998 cc
₹ 5.35 Lakh,Hatchback,"78,782 Kms",1st Owner,2016.0,18.7 kmpl,KA51,Petrol,Dec 2016,2016,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 8.50 Lakh,SUV,"1,64,000 Kms",2nd Owner,2014.0,15.1 kmpl,KA05,Diesel,Jan 2014,2014,Comprehensive,6 Speed ,Manual,7 Seats,bangalore,2179 cc
₹ 6.61 Lakh,Sedan,"72,136 Kms",2nd Owner,2016.0,20.73 kmpl,KA03,Petrol,Apr 2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1373 cc
₹ 5.05 Lakh,Hatchback,"52,486 Kms",2nd Owner,2015.0,22.38 kmpl,KA35,Petrol,Jun 2015,2015,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 4.50 Lakh,Sedan,"1,50,000 Kms",1st Owner,2007.0,15.6 kmpl,KA51,Diesel,2007,2007,Third Party insurance,6 Speed,Automatic,5 Seats,bangalore,1896 cc
₹ 8.65 Lakh,SUV,"36,887 Kms",1st Owner,2017.0,17.5 kmpl,KA02,Petrol,Sept 2017,2017,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
